Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Balloted,Barbeque Area,Boundary Wall,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Corner,Day Care Centre,Dining Room,Disputed,Double Glazed Windows,Drawing Room,Electricity,Electricity Backup,Facilities for Disabled,File,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Pet Policy,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Sewerage,Steam Room,Study Room,Sui Gas,Swimming Pool,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
House 46702384,https://www.zameen.com/Property/bahria_town_bahria_enclave_a_gorgeous_10_marla_brand_new_double_unit_house_with_original_picture_for_sale_in_bahria_enclave_islamabad-46702384-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,302.2,5.0,6.0,43500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Flat 42865220,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_one_bed_apartment_available_for_sale-42865220-11973-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector C Flats,69.50599999999999,1.0,1.0,7000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
House 46607046,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_bahria_enclave_sector_n_heighten_location_newly_built_house_for_sale-46607046-11975-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector N Houses,241.76,5.0,5.0,35000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
House 46717760,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_brand_new_5_beds_8_marla_house_for_sale_located_in_sector_n_bahria_enclave-46717760-11975-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector N Houses,241.76,0.0,0.0,33000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
House 47067930,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_8_marla_brand_new_house_for_sale_in_sector_n_bahria_enclave_islamabad-47067930-11975-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector N Houses,241.76,5.0,5.0,36500000.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2022.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0
House 46568208,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_bahria_enclave_sector_a-46568208-11970-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector A Houses,302.2,5.0,5.0,48000000.0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2020.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
Flat 47282511,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_flat_for_sale_in_bahria_enclave_-_sector_f_islamabad-47282511-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,281.046,3.0,4.0,25200000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Flat 47359191,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_brand_new_2_bedroom_silver_category_apartment_park_face_beautiful_view_available-47359191-11983-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector H Flats,184.342,2.0,2.0,11800000.0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0.0,0.0,16.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0
House 45779807,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_house_of_5_marla_for_sale_in_bahria_enclave_-_sector_b1-45779807-11972-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector B1 Houses,151.1,3.0,4.0,26000000.0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47237107,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_elegancia_apartment_for_sale_on_easy_installment_in_bahria_enclave_2_bahria_hills_cda_sector-47237107-8368-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave 2 Flats,69.50599999999999,0.0,0.0,9240000.0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Flat 47202182,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_enclave_heights_1525_sq_ft_apartment-47202182-11981-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector J Flats,205.496,2.0,2.0,16800000.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2023.0,1.0,2.0,3.0,0.0,9.0,1.0,1.0,0.0,0.0
Flat 47223860,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_1250_square_feet_flat_in_bahria_enclave_-_sector_f_is_available_for_sale-47223860-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,169.23199999999997,2.0,2.0,15000000.0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
House 47158702,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_of_10_marla_in_bahria_enclave_for_sale-47158702-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,302.2,5.0,5.0,47000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45416853,https://www.zameen.com/Property/bahria_town_bahria_enclave_kanal_house_for_sale_in_bahria_enclave_sector_c_in_grey_structure-45416853-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,604.44,6.0,5.0,64000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46783204,https://www.zameen.com/Property/bahria_town_bahria_enclave_7_bedroom_kanal_house_located_on_main_boulevard_is_for_sale_in_bahria_enclave_islamabad-46783204-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,604.44,7.0,6.0,86500000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Flat 45819192,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_apartment_for_sale_the_galleria_2_bed_for_investment_plan_bahria_enclave_islamabad-45819192-11983-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector H Flats,184.342,2.0,2.0,11700000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,2022.0,1.0,6.0,9.0,0.0,4.0,1.0,4.0,1.0,1.0
House 45789875,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_brand_new_house_in_bahria_enclave_sector_a_11_5_marla-45789875-11970-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector A Houses,347.53,7.0,6.0,46000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Flat 47261061,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_1960_square_feet_flat_in_bahria_town_for_sale_at_good_location-47261061-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,262.914,2.0,4.0,23500000.0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Flat 46845197,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_elegance_apartment_for_sale_on_easy_installment_in_bahria_enclave_2_bahria_hills_cda_sector-46845197-8368-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave 2 Flats,87.63799999999999,0.0,0.0,9768000.0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
House 46834369,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_bahria_enclave_islamabad_sector_c-1-46834369-11987-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C1 Houses,332.42,5.0,5.0,62500000.0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
House 43471549,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_bahria_enclave_c_gold_beautiful_house-43471549-11973-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C Houses,604.44,8.0,6.0,96000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2021.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0
House 46663688,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_bahria_enclave_isb_sec_c3_10_marla_new_house_front_open_5_bedrooms_available_for_sale-46663688-11989-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C3 Houses,302.2,5.0,6.0,45000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
House 46947688,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_designer_house_for_sale-46947688-11983-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector H Houses,151.1,3.0,3.0,25000000.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0
House 45621606,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_5_marla_house_available_for_sale_in_sector_b1_bahria_enclave_islamabad-45621606-11972-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector B1 Houses,151.1,0.0,0.0,26000000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
House 47343685,https://www.zameen.com/Property/bahria_town_bahria_enclave_8_marla_house_for_sale_located_on_main_boulevard_in_bahria_enclave_sector_h_islamabad-47343685-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,241.76,5.0,6.0,32000000.0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46634020,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_sector_c1_10_marla_house_for_sale-46634020-11987-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C1 Houses,302.2,5.0,5.0,47000000.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 45855305,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_beautiful_newly_built_10_marla_house_sector_c-2_bahria_enclave_islamabad-45855305-11988-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C2 Houses,302.2,5.0,5.0,48000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0
Flat 47223842,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_a_great_choice_for_a_1960_square_feet_flat_available_in_bahria_enclave_-_sector_f-47223842-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,262.914,3.0,4.0,23500000.0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
House 47307606,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_10_marla_house_available_for_sale_double_unit_house_beautiful_house-47307606-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,302.2,5.0,6.0,48500000.0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
House 45597451,https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_1_kanal_designer_house_for_sale_in_bahria_enclave_sector_c_islamabad-45597451-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,604.44,6.0,6.0,95000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Flat 46459486,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_elegancia_-_apartment_for_sale_on_easy_installment_in_bahria_enclave_2_bahria_hills_cda_sector-46459486-8368-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave 2 Flats,75.55,1.0,1.0,10500000.0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,2023.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
House 46732532,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_house_in_sector_h_brand_new_best_construction_for_sale_in_bahria_enclave_islamabad-46732532-11983-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector H Houses,151.1,3.0,4.0,21000000.0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,2022.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
Flat 43270754,https://www.zameen.com/Property/bahria_town_bahria_enclave_apartment_with_servant_room_in_bahria_enclave_islamabad-43270754-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,184.342,2.0,3.0,16500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,35.0,35.0,0.0,1.0,1.0,2.0,1.0,0.0
House 46977910,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_sector_b1_5m_brand_new_corner_house_for_sale-46977910-11972-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector B1 Houses,151.1,3.0,3.0,29000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
Flat 46199473,https://www.zameen.com/Property/bahria_town_bahria_enclave_2_bed_luxury_apartment_in_bahria_enclave-46199473-1705-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats,157.144,2.0,2.0,15600000.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0
House 44412267,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_brand_new_house_available_for_sale_in_main_sector_n_5_marla_26_45_reasonable_demand-44412267-11975-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector N Houses,151.1,3.0,4.0,19500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45678625,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c3_10_marla_brand_new_designer_house_available_for_sale_in_sector_c3_bahria_enclve_islamabad-45678625-11989-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector C3 Houses,302.2,5.0,5.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
House 47237673,https://www.zameen.com/Property/bahria_town_bahria_enclave_bahria_enclave_islamabad_sector_c2_10_marla_brand_new_house_available_for_sale-47237673-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,302.2,5.0,5.0,49000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
Flat 46657717,https://www.zameen.com/Property/bahria_enclave_akas_mall_residencia_buy_1450_square_feet_flat_at_highly_affordable_price-46657717-11729-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Akas Mall & Residencia Flats,56789.01234,2.0,2.0,14500000.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
House 46890366,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_brand_new_sector_h_5_marla_house_for_sale-46890366-11983-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector H Houses,151.1,3.0,3.0,23000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
Flat 47351664,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f_2100_square_feet_spacious_flat_available_in_bahria_enclave_-_sector_f_for_sale-47351664-11985-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector F Flats,281.046,3.0,4.0,25200000.0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Flat 47202071,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_bahria_enclave_sector_c_502_sq_ft-47202071-11973-1.html,Islamabad Flats > Bahria Town Flats > Bahria Enclave Flats > Bahria Enclave - Sector C Flats,66.48400000000001,1.0,1.0,5200000.0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0
House 43411280,https://www.zameen.com/Property/bahria_town_bahria_enclave_mediterranean_11_marla_5_beds_stylish_cottage_available_for_sale_in_bahria_enclave-43411280-1705-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses,332.42,5.0,6.0,61000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0
House 47086350,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_10_marla_designer_house_sector_a_bahria_enclave_islamabad-47086350-11970-1.html,Islamabad Houses > Bahria Town Houses > Bahria Enclave Houses > Bahria Enclave - Sector A Houses,302.2,5.0,6.0,48000000.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2023.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0
